name	userID	userDate	screenName	author	messageID	messageDate	messageText
Madiss	2695565208	1406801932.0	jbriana94	Madiss	935541848927621121	1511881932.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
ray 🌹	2737328832	1408192711.0	selenacriminals	ray 🌹	935541685777518594	1511881894.0	RT @savejournls: ''justin bieber só é indicado pro grammy se escorando em feat'' é tanto escorado que despacito versão original não foi ind…
Lisa	2835225194	1411913184.0	justibelieberr	Lisa	935541882335014912	1511881940.0	RT @TheJBCrewdotcom: Big congratulations to Justin Bieber as he is nominated for 3 Grammy’s at the upcoming 2018 Grammy Awards! “Despacito”…
Lisa	2835225194	1411913184.0	justibelieberr	Lisa	935541968465158144	1511881961.0	RT @TheJBCrewdotcom: Congratulations! “Despacito” by Luis Fonsi and Daddy Yankee featuring Justin Bieber has been nominated for Best Pop Du…
Lisa	2835225194	1411913184.0	justibelieberr	Lisa	935541992020361217	1511881967.0	RT @TheJBCrewdotcom: Congratulations! “Despacito” by Luis Fonsi and Daddy Yankee featuring Justin Bieber has been nominated for Song of the…
Lisa	2835225194	1411913184.0	justibelieberr	Lisa	935542009300791297	1511881971.0	RT @TheJBCrewdotcom: Congratulations! “Despacito” by Luis Fonsi and Daddy Yankee featuring Justin Bieber has been nominated for Record of t…
isaac	2790606214	1411953785.0	arianaldelrey	isaac	935541981803089922	1511881964.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
#VoteforBTS 🤗🤗	2858558042	1413486233.0	xxbrzozia	#VoteforBTS 🤗🤗	935541716802854913	1511881901.0	"RT @Young_foreverV: TOP SOCIAL 50 BILLBOARD

1.- @BTS_twt
2.- Selena Gomez
3.- Rihanna
4.- Demi Lovato
5.- Niall Horan
6.- Miley Cirus
7.-J…"
:	2884679924	1414745367.0	kiiidrauhlx_	:	935541797681446912	1511881920.0	RT @TheJBCrewdotcom: Big congratulations to Justin Bieber as he is nominated for 3 Grammy’s at the upcoming 2018 Grammy Awards! “Despacito”…
:	2884679924	1414745367.0	kiiidrauhlx_	:	935541983686168576	1511881965.0	RT @TheJBCrewdotcom: Congratulations! “Despacito” by Luis Fonsi and Daddy Yankee featuring Justin Bieber has been nominated for Record of t…
ZEDD'S WIFE 👰	2891038684	1416845477.0	eb_elvia	ZEDD'S WIFE 👰	935541931240841216	1511881952.0	"RT @PopCrave: #GRAMMYS Best Pop Duo/Group Performance:

• Something Just Like This by The Chainsmokers &amp; Coldplay
• Despacito by Luis Fonsi…"
asha	2939113182	1419236200.0	AishahAimiSham	asha	935541858008100864	1511881935.0	RT @TheJBCrewdotcom: Congratulations! “Despacito” by Luis Fonsi and Daddy Yankee featuring Justin Bieber has been nominated for Song of the…
daph	2963740429	1420652744.0	daphneepaul	daph	935541746594865152	1511881908.0	RT @empoole16: LOL do y’all ever wonder what if Justin Bieber decided to be a normal south ontario boy??? Would he be sending it with the b…
Bradli Powell	2990161934	1421683436.0	Bradli_hills	Bradli Powell	935542005060341761	1511881970.0	RT @rauhlshair: Retweet if you’re proud of Justin Bieber https://t.co/BBDTWFGco5
laura	3000762417	1422324476.0	laurahooover	laura	935541893768863745	1511881943.0	RT @empoole16: LOL do y’all ever wonder what if Justin Bieber decided to be a normal south ontario boy??? Would he be sending it with the b…
flor con f de fea	3015972046	1423010113.0	biaborsuarez	flor con f de fea	935541987800952832	1511881966.0	"RT @NikoBizarro: En un futuro lejano piensen que sus ídolos por cosas de la vida pueden llegar a terminar siendo políticos ejemplo

Justin…"
Rohit Sarvade	3021299907	1423219655.0	sarvade_rohit	Rohit Sarvade	935541828824084480	1511881928.0	"RT @JUSTINBIEBEREXZ: -RECORD OF THE YEAR 
Despacito Remix feat Justin Bieber 

-BEST POP DUO PERFORMANCE 
Despacito Remix feat Justin Biebe…"
JB Voting Updates!	3012334790	1423308515.0	JDBVoteSpree	JB Voting Updates!	935541813535956993	1511881924.0	"RT @purposemane: The fact that Justin Bieber is now 10x #Grammys nominated artist 'WOW'
Proud of you @justinbieber ! https://t.co/kQmUmhMcF8"
I BET IT GOT MY HATERS HELLA SICK 🔥😎	3071090011	1425971458.0	jiminingning	I BET IT GOT MY HATERS HELLA SICK 🔥😎	935541898680266752	1511881944.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
Giovanna	3180809572	1429382889.0	teamzdrew	Giovanna	935541690697428992	1511881895.0	"RT @JUSTINBIEBEREXZ: -RECORD OF THE YEAR 
Despacito Remix feat Justin Bieber 

-BEST POP DUO PERFORMANCE 
Despacito Remix feat Justin Biebe…"
🎈	3309594508	1433519192.0	baerrowland	🎈	935541907643621377	1511881946.0	RT @bieberdepth: JUSTIN BIEBER HAS BEEN NOMINATED FOR 3 GRAMMYS FOR DESPACITO REMIX THIS YEAR AT THE 2018 #GRAMMYs
mad maria	3360805761	1436105881.0	ImjournaIs	mad maria	935541707650805760	1511881899.0	RT @biebizzle: ele fazendo a batida da música eu to morrendo de amores mais uma vez por justin bieber  https://t.co/HM5qIyEZaE
Kidrauhl_bieber	3431552446	1439983943.0	Raquelamaralma1	Kidrauhl_bieber	935541935263092737	1511881953.0	"RT @purposemane: The fact that Justin Bieber is now 10x #Grammys nominated artist 'WOW'
Proud of you @justinbieber ! https://t.co/kQmUmhMcF8"
ฉ่ำฉาหยาหยั่มทาสรักพิจ๋าตามล่าโรตีแต่อาบังไม่มาขาย	3517778054	1441899319.0	_sassynm96	ฉ่ำฉาหยาหยั่มทาสรักพิจ๋าตามล่าโรตีแต่อาบังไม่มาขาย	935541811333906432	1511881924.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
léa	3869937059	1444030990.0	blessgodbieber	léa	935541945610403840	1511881956.0	"RT @purposemane: The fact that Justin Bieber is now 10x #Grammys nominated artist 'WOW'
Proud of you @justinbieber ! https://t.co/kQmUmhMcF8"
Reina Uzma	3937614080	1445177953.0	uzmamhydn_	Reina Uzma	935541940161978369	1511881954.0	RT @purposemane: A surprise remix causually made just because Justin happened to like the tune when he heard in the club, got THREE #GRAMMY…
bloom	4165266438	1446960564.0	havanabiebxr	bloom	935541971715743744	1511881962.0	"RT @JDBVoteSpree: Justin Bieber is now 10x #Grammys nominated artist. 
https://t.co/JcLPek8897"
ARTPOP	4189736057	1447538927.0	ARTPOP45835912	ARTPOP	935541691217530880	1511881895.0	RT @ARTPOPGR: Justin Bieber is nominated for a GRAMMY for Song of the Year, after he sang “Blah blah blah doritos, blah blah blah burrito!”…
bīżżłē	4313377220	1448116833.0	bizzlesnika	bīżżłē	935541770502443008	1511881914.0	"RT @JDBVoteSpree: Justin Bieber is now 10x #Grammys nominated artist. 
https://t.co/JcLPek8897"
lari❄	4364436449	1449167965.0	revivalobrienx	lari❄	935541970914639872	1511881962.0	"RT @biebersmaniabrs: Justin Bieber foi indicado no GRAMMY 2018 com ""Despacito"" juntamente com Luis Fonsi e Daddy Yankee!! Confira as catego…"
Kevin	4481146452	1449450565.0	Kevinnllopez	Kevin	935541940589944833	1511881954.0	Justin Bieber = 🐐
Galaxy Top Man	4440987095	1449775048.0	galaxytpblog	Galaxy Top Man	935541887108374530	1511881942.0	InStyle: Justin Bieber and Selena Gomez Didn't Spend Thanksgiving Together and the Reason Makes Total Sense https://t.co/ufreFlg53X
JustLikeLou	4840169545	1454245203.0	JustLikeDi	JustLikeLou	935541709039005697	1511881899.0	"RT @JDBVoteSpree: Justin Bieber is now 10x #Grammys nominated artist. 
https://t.co/JcLPek8897"
valerie -66	4850160852	1454431552.0	badlovekehlani	valerie -66	935541775313203200	1511881915.0	ladra del rey es sheeran alesia cara justin bieber y cardi b siendo nominados al grammy me hacen tan feliz
babygirl	706171156093652992	1457195698.0	wolvesftbiebs	babygirl	935541854694707200	1511881934.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
deej	708283883125493761	1457699411.0	dnnjenx	deej	935542002510315520	1511881969.0	RT @bieberdepth: JUSTIN BIEBER HAS BEEN NOMINATED FOR 3 GRAMMYS FOR DESPACITO REMIX THIS YEAR AT THE 2018 #GRAMMYs
Barb	713028329557921796	1458830576.0	Mishaapocalipse	Barb	935541913469509632	1511881948.0	RT @savejournls: ''justin bieber só é indicado pro grammy se escorando em feat'' é tanto escorado que despacito versão original não foi ind…
🥀	714713581816832000	1459228771.0	shreyaanand24	🥀	935541703577964544	1511881898.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
zel™✞	726445605468393472	1462025903.0	gunsforcth	zel™✞	935541995501752322	1511881967.0	"RT @bieberblaze: justin bieber heard ""despacito"" in a club and decided to make a remix for fun and it became the most streamed song of all…"
Lina	732237730764226564	1463406854.0	94linab	Lina	935541747605757959	1511881908.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
Rosa,, te paseo psu culia |-2🇨🇱	736033695249891328	1464311882.0	bridgitsjournls	Rosa,, te paseo psu culia |-2🇨🇱	935541868275949569	1511881937.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
Antonio vitor	749652748388491265	1467558917.0	antoniovitor67	Antonio vitor	935541786365382657	1511881918.0	"RT @PopCrave: Congratulations to Justin Bieber who's nominated for 3 #GRAMMYs including ""Song of the Year"" &amp; ""Record of the Year!"" https://…"
rai	751447334370811904	1467986780.0	pr0tectcamren	rai	935541707340382208	1511881899.0	"RT @jaxonaja: despacito REMIX:
1 música latina em 20 anos a ficar no topo da Billboard
1 música em espanhol a alcançar o topo do ranking sp…"
Bieber Boy ❤	753150524178829313	1468392852.0	Anshuya890000	Bieber Boy ❤	935541733387104258	1511881905.0	RT @TheJBCrewdotcom: How would you like to win a backpack from the #PurposeTour collection? Then don’t forget to enter the current challeng…
Mille	759477329529888768	1469901280.0	millena_sander	Mille	935541990263001090	1511881966.0	RT @supportofjb: Pessoal, que tal a gente parar de desmerecer outros artistas para enaltecer o Justin Bieber? Não podemos negar que o remix…
AffiliateInfo.in	765183379486769153	1471261708.0	market_place1	AffiliateInfo.in	935541729511591936	1511881904.0	I liked a @YouTube video https://t.co/fPxgpaDLyM Justin Bieber - As Long As You Love Me (Acoustic) (Audio)
Colucci 🏹♡	766383892911849472	1471547933.0	onlyforevercg	Colucci 🏹♡	935541978942656512	1511881963.0	RT @biebizzle: nem no grammy latino foi a versão original de despacito que ganhou e sim o remix com o justin e vocês ainda chamando de esco…
Djenane Espinoza	768643644458987524	1472086700.0	djenane9725	Djenane Espinoza	935541919886856193	1511881949.0	"Del único regalo que me arrepiento de haber pedido para mis 15 fue un perfume de Justin Bieber 
🤦🏻‍♀️"
